,class,complain
655,Minor,The defendant was arrested after contacting an undercover agent online and attempting to purchase a minor victim for the purposes of engaging in sex 
994,Minor,The defendant knowingly recruited and enticed individuals through force threats of force fraud and coercion with the intention of engaging the victims in commercial sex acts for the defendants own financial gain  The defendants conspired to create a business enterprise involving prostitution and advertised promoted and managed the creation of such an enterprise  
159,Notrelated,Its in a small community so there is a fair amount of nepotism Cliques form and oftentimes it felt like being in high school Not everyone seems to remember that we should all work for a common goal There was definitely some interdepartment competition
577,Minor,The defendant forced a fifteen year old minor victim to engage in commercial sex acts 
60,Notrelated,Long hours and sparatic days off
476,Minor,Defendants operated a prostitution business in which they forced and coerced women and minors to engage in commercial sex acts
565,Minor,The defendants worked together to run an escort business with both underaged girls and adult women Through the business they also committed tax fraud and identity theft
395,Labor,The defendant coerced eight victims to engage in forced labor The defendant was the founder and president of Cathedral Bible College He would accept international students and then force them to work beyond the allotted time in F1 student visas The students were paid 90 cents an hour and forced to work fiftysix hours a week completing chores in the defendants home maintenance work and teach courses The victims were told they would be sent home if they did not complete the work 
262,Notrelated,Not helpful locating new opportunities The retention efforts are low Not proactive and very little support to find new opportunities It seems like a numbers game for consultants
410,Labor,The defendants illegally brought women aged 1724 from Mexico in order to prostitute them through their restaurant The defendants charged the victims thousands of dollars to make arrangements for the victims to cross into the US and travel to Union City NJ The defendants then put the victims to work as prostitutes and reportedly made more than 1 million from earnings from the victims  
1318,Adult,The defendant forced three victims two of which were minors to engage in commercial sex acts The defendant frequently used force including holding a hot iron next to a victims face and beating the victims 
1399,Adult,The defendants forced two victims to engage in commercial sex trafficking The defendants advertised the victims services on several online pages and then transported them around the state of Florida 
973,Minor,If you are the application owner check the logs for more information
640,Minor,The defendants forced the victim who was a minor into commercial sex acts 
177,Notrelated,Late Checks Horrible Management Acusations Everyday Low Pay No raisePromised after 90 days No Direct Deposit No Benefits Even though they said there were when being hired No Commission Said there would be Jericho Eyes Wide Shut on Everything Scam Customers
1262,Adult,A minor female and adult female were prostituted through an escort service at hotels and strip clubs as well as through online advertisements Two female codefendants charged were also being prostituted by McLeod
712,Minor,The defendant forced a minor in El Salvador to engage in commercial sex acts and recorded the interaction Upon arriving back to the US the defendant distributed the recording as child pornography 
441,Minor,The defendant recruited and forced at least one minor into prostitution while transporting her across state lines The minor was transported to and from Maryland and Virginia to participate in illegal interstate commerce by engaging in prostitution 
1371,Adult,The defendant forced two victims to engage in commercial sex acts through advertisements on backpagecom The defendant developed rules for the victims to follow when working for him and used force when the victims broke one of the rules The defendant worked with two unnamed coconspirators to run the organization from prison 
66,Notrelated,Can be boring working alone at night
161,Notrelated,It may take years to move up
1412,Adult,The defendants prostituted at least eight victims They took suggestive and partially nude photos which they then used in their advertisements of erotic services on craigslist The defendants used rented cars to transport the victims and forced the victims to turn over all proceeds The defendants frequently told the victims they would kill their families if they told the police 
1370,Adult,Defendants sisters April Chaney and Waquita Wallace convinced an 18yearold woman with mental disabilities that they would take care of her Upon taking the victim to their house Wallace told the victim that she owed money and that she would have to pay it back by giving up her monthly social security disability check Wallace threatened to hurt the victim and her mother and grandmother Wallace would take the victim out at night to work as a prostitute on the streets and arranged for men to come over and have sex with the victim Wallace also ordered the victim to do housework and to massage Wallaces back and feet rather than sleep Richard Marquis Harper also a resident of this household was charged in a separate docket See related cases 
581,Minor,The defendant attempted to engage a minor in prostitution 
833,Minor,Yarbrough recruited vulnerable teens and minors and pimped them He was incredibly violent with them beating them burning and branding them hitting them with a metal pipe and other weapons and breaking teeth and bones when they did something he didnt like He even locked them in a dog cage if they refused to work He impregnated several although he continued to make them work and intended to prostitute his 9 year old daughter when she got a little older 
1211,Adult,The defendants a husband and wife duo forced two victims to engage in commercial sex trafficking under the liberal use of beatings and holding the victims under captivity The defendants would be advertised online were forced to walk the streets for the purpose of prostitution were sometimes picked up at strip clubs and would engage in sexual acts at motels The defendants first lured the victims by using their drug addictions against them One victim was lured from a drug rehab program and another was a minor who ran away from foster care The defendant claimed to be a very religious person who sang in his church choir and did not believe in tattoos or piercings but had the victims branded with his name by having his first name tattooed on their bodies
1328,Adult,If you are the application owner check the logs for more information
862,Minor,The defendants used their church En Fuego for Jesus to meet their victims they then told the girls aged 8 to 14 that to become a prophet for the church they had to engage in commercial sex acts Morales is also accused of molesting several of the girls from his church 
424,Minor,The defendants engaged in a conspiracy the object of which was to knowingly recruit entice harbor transport provide and obtain adult and minor females and to benefit financially The defendants posted advertisements for prostitution on Craigslist then arranged for transportation of victims and collected the proceeds 
229,Notrelated,The companys leadership is composed almost entirely of former executives of other failing retailers and you see a repeated pattern of polarized dynamics between groups Some are plagued by nepotism and fraternization where only less competent people stick around or departmental turnover when you have 4 out of a 5 people team all quit in one month More competent employees dont usually stay long Despite all the efforts of innovations and turnaround the company is falling year after year like a gravity pull This is the perfect breeding ground for complacency mediocrity and eventual downfall that all the executives are too familiar with
1307,Adult,Defendant Jose kidnapped a twentyyearold girl from their native Guatemalan village using witchcraft and threatening her family He held her captive during pregnancy and refused medical care for her newborn infant which subsequently died Jose Tecum smuggled victim to the US from Mexico walking her across the border at AZ and initially sent her to CA to pick grapes and later sent to FL They destroyed her real ID cards and provided fraudulent identification including a Social Security card and immigration documents She lived in FL with the defendants and their 3 children picking tomatoes during the day Jose Tecum forced her to perform household tasks and raped her repeatedly 
1132,Adult,Defendants who were alleged members of the DA MOB gang forced both minor and adult females to engage in prostitution by means of force and threats of force  The defendants photographed a minor and placed advertisements for her services as a prostitute on the website Atlanta Backpage  The minor was made to ingest marijuana and alcohol while engaging in prostitution  This case is related to USA v Hill et al and Fabian Terran Murray is a party in both cases
1310,Adult,Defendants operated a prostitution business in which they forced and coerced women and minors to engage in commercial sex acts
618,Minor,Defendant knowingly persuaded and induced an individual who had not attained the age of 18 years to engage in prostitution  
507,Minor,Defendants conspired to and operated an Internetbased prostitution business under the name Dream Girls Inc Richard Costanzo recruited adult and minor females for an escort business He made the females sign a contract stating they would only engage in nude and lingerie modeling massages and companionship In reality the victims were forced to perform commercial sex acts for the majority of their clients The defendants transported the girls to and from Nebraska and Iowa to perform the sex acts
187,Notrelated,Poor line of communication with management Employees are encouraged and sometimes punished for not being self sufficient but are not given the guidelines nor resources needed Management micromanages employees and has gone on record Promotions and raises never given High turn over rate leaves very few senior staff Does not reward employee loyalty
1228,Adult,Defendants coerced females as young as 15yearsold into performing commercial sex acts by romantically seducing them then forcing them into prostitution by secluding them from their families and beating them Defendants threatened a victim with a knife and threw cold water on another victim while forcing her to stand naked in the snow Defendant CraneHorton led the prostitution ring which she operated from 2007 to 2010 out of the Iowa home she shared with her husband
469,Minor,The defendants knowingly conspired to recruit entice harbor transport and maintain by any means at least one individual with the intent to force the individual into commercial sex acts for the financial benefit of the defendants  The victim had not attained 18 years of age  The defendants used force threats of force and both physical and verbal abuse  
741,Minor,The defendant responded to a craigslist ad while seeking to hire a fifteen year old girl to engage in sexual acts with an alleged seventeen year old cousin The ad was posted as part of a sting operation and the defendant was arrested after engaging in several conversations with an undercover agent
1005,Minor,Federal agents launched an undercover operation and created a website entitled Precious Treasure Holiday Company This website advertised sex tours of minors The defendant traveled from Germany for the explicit purpose of engaging in the sex tour and paid over 1000 for a sexual encounter with an eleven year old girl However he was arrested upon arrival Upon his arrest the defendant was found to be carrying a bottle of sedatives a bag full of sexual aids and stuffed unicorns  which the undercover agents state was the girls favorite animal 
55,Notrelated,Mean people and transportation
312,Labor,The defendants operated a garment factory using sweatshop labor performed by imported workers from Vietnam and China The workers were maintained in a condition of involuntary servitude and were compelled to do so through threats of force arrests deportations physical confinement and by isolating the workers
1365,Adult,Defendant ran a multistate prostitution scheme involving both adult and minor females who were forced to engage in commercial sex acts at truck and highway rest stops
1031,Minor,Defendants smuggled females from Guatemala to Los Angeles under false promises of legitimate work  After arriving they were forced into prostitution and they were threatened with beatings and threatened that their families would be killed if they did not cooperate or if they tried to run away
91,Notrelated,Underpaid in regards to work that you end up doing Lots of physical work and sometimes long hours I do not trust a lot of the chemicals we ended up working with Youre also not supposed to share how much you make with other employees They said it was because it was none of their business but it really seemed that there was worry about the discrepancy in what employees were being paid Probably to avoid a unionnan
225,Notrelated,No respect from the manager Just because you get paid they think they can treat you however Tend to give u more than you can actually take
194,Notrelated,Organizational Structure is too complex Simplify
1129,Adult,HernandezCastilla and his codefendants established and maintained several houses of prostitution catering to Hispanic communities in Indiana Ohio and Michigan  The business was advertised through the distribution of business cards offering auto repair or western outfitters services 
1008,Minor,The defendant forced a minor victim to engage in commercial sex acts 
576,Minor,The defendant forced a sixteen year old minor victim to engage in commercial sex acts after engaging in sexual relations with the victim The defendant frequently threatened the victim and forced her to turn over all earnings 
610,Minor,The defendant recruited a sixteen year old minor victim from Mississippi and forced the victim to engage in commercial sex acts 
41,Notrelated,Job may require you to work weekends
1342,Adult,CoDefendants recruited two minor girls and two young women to serve their Divine Escorts service as prostitutes  Many of the women were addicted to drugs which defendants used to lure them in  Defendants sold the womens services on Backpagecom The female codefendant was also being prostituted 
911,Minor,While at the Sturgis Motorcycle Rally the defendant responded to an advertisement posted by an undercover federal agent advertising the availability of a minor for commercial sex acts Upon arriving to the sting operation the defendant was arrested
1065,Minor,Defendant Braithwaite recruited a fourteenyearold girl who had run away from her home and was living in an apartment in DC He transported the victim from various places in DC and Maryland to prostitute for him Defendant Crudup was a prostitute who schooled the victim about how much money to charge for sex and how to conduct herself as a prostitute  They also destroyed evidence related to the case
569,Minor,The defendant forced a minor victim to engage in commercial sex acts 
304,Labor,The very first day I was made to sit at a loom The loom owner made a little mark on the loom and gave me clear instructions to weave a carpet up to that mark itself If I was unable to do so I had to work under candlelight to reach that particular mark Because I was made to work late night hours I would never be able to sleep adequately in the night The whole morning I would be weaving and I would only get some basic and halfcooked food at about 1230 pm every day I had to force myself to eat itIn fact things were so bad that once in a while while I was working in the loom my fingers would get cut and they would get nippedWe were confined in one room and made to work for a period of 12 hours Once in a day we could go and maybe use the bathroom but the bathroom stops were limited in number
793,Minor,The defendant forced a minor victim to engage in commercial sex acts 
598,Minor,Defendants operated a transnational sex trafficking ring between the United States and Mexico Defendants compelled victims women and girls from Mexico to work in brothels in the New York City area  The defendants smuggled the victims who were often poor and uneducated into the United States Once in the US defendants controlled the victims through threats fraud forced abortion and physical violence including sexual abuse  The women were forced to turn over almost all of their profits to the defendants
100,Notrelated,You are treated like dirt you are cleaning dirt you get covered in dirt I have never worked for a company that cares so little for its staff Even those who have given 30 years loyal service got pushed out without even a second thought You are dealing with chemicals all day that are hazardous to health without adequate PPE You are pressured to bring in sales but not rewarded or thanked when you do I was once involved in a crash at work that disabled my van and gave me serious whiplash when I phoned the office to report this thier first response was  Did you get all your work done I wasnt even asked if I was ok Manager cooks the books at everyone elses expensenan
40,Notrelated,Just wish there were more benefits for parttime employees but still great nonetheless
1149,Adult,Defendants ran a multistate prostitution ring by transporting women and girls to truck stops in Pennsylvania Ohio Michigan Indiana Illinois Arkansas Virginia Georgia Maryland Tennessee the District of Columbia California Florida Nevada Texas and Louisiana Defendants recruited victims by telling them that prostitution would make them a lot of money provide them a family environment and resources including meals clothing and cell telephones Defendants forced the victims to engage in commercial sex acts through beatings and sexual assaults Defendants also engaged in money laundering
772,Minor,The defendant with a coconspirator forced a minor victim to engage in commercial sex acts after posting advertisements online 
227,Notrelated,A lot time working that you dont get paid for And theres a lot of prep involved that you have to do on your own time With your own resources If you live rurally the drive time is a bit of a drag A lot of gas 67 miles took me a half hour And dont get me started on printer cartridges My first week I got screwed out of 2 hours You spe But the work is a lot of fun
977,Minor,If you are the application owner check the logs for more information
472,Minor,Defendant recruited girls as young as 14 from middle schools high schools and homeless shelters in Northern Virginia and forced them to engage in commercial sex acts on behalf of MS13
559,Minor,Defendants recruited girls from neighborhoods in west Baltimore and operated an online escortprostitution business known as Red Light Special and Pandoras Box Clients contacted a telephone number posted on the website redlightspecialinccom pandorasboxinccom to set up dates Hayward reserved hotel rooms for the girls using Pricelinecom   They prostituted more than 30 womenincluding girls as young as 14
939,Minor,The defendant along with his girlfriend met the minor victim at a TGIFridays restaurant and offered her modeling work The defendant then traveled with the couple to California where they forced her to engage in commercial sexual acts The victim was eventually able to run away 
909,Minor,The defendants met the underage victims on Facebook and then advertised them through backpagecom and would take them to motels for sex dates
202,Notrelated,Very low pay No growth oppurtunities Barely any training No effort to change because they do it like this in taiwan Very low appreciation of personnel High turnover of personnel
1283,Adult,The defendant smuggled a victim from Mexico after being introduced through a mutual friend The defendant offered the victim money to be a surrogate for her Once the victim arrived to the US the defendant would try to artificially inseminate the victim three to four times a day The defendant then forced the victim to lose 65 pounds hoping the defendant would then get pregnant The defendant also forced the victim to have sex with johns while living in FL The defendant began to abuse the victim at one point forcing her to sleep in a puddle of bleach
272,Notrelated,Management needs to work on communication and transparency When I asked a question I always received different answers from different managers TNF corporate can do a better job of making employees feel like people instead of numbers
21,Notrelated,The only positive experience was the recruiter who initially interviewed me He was genuine The GM I worked under was completely disorganized and self centered I had a few days with a company mentor then they were busy with their new role After 2 12 months they decide to give me another mentor Training was horrible and youre evaluated on doing 250 contact calls and 30 visits per month Its all about quantity not quality with this company I didnt feel appreciated No one seems to care at this company I will make sure to read employer reviews before taking another role at a different company
889,Minor,The defendant was arrested after contacting an undercover agent online and attempting to purchase a minor victim for the purposes of engaging in sex
264,Notrelated,Management was horrible the company makes so much money but refuses to pay associates above minimum wage Absolutely no room for growth They use and throw away employees just for their back to school season claiming they want to keep their associates on board but do away with most of them after they dont need themwant to pay them The Blick on Bond st location is the worst one in the country because of how management treats their staff
247,Notrelated,took too much off the top of my hourly wage no paid vacations or holidays until almost 9 months into it the health insurance offered through the agency is awful not alot of communication corporate office employees were nice though
154,Notrelated,Organization is hierarchical very stringent on dress code
8,Notrelated,This company allows you to bring out your creativeness and ensure you excel in all areas They also have great core values Great work life balance
313,Labor,The defendants were members of an alien smuggling operation that recruited aliens in Mexico smuggled aliens across the border and transported aliens to locations within California They coerced the victims into providing labor by means of threatening serious harm to that person or another person 
750,Minor,The defendant was charged with trafficking two fifteenyear old minor victims to engage in commercial sex acts The defendant was arrested after dropping the victims off at a hotel to engage in sex acts with an undercover police officer When the victims were taken in they told the police officer that there were several other minor victims being forced to engage in commercial sex acts at the hand of the defendant 
594,Minor,Defendant Nyuon conspired with Alaboudi on one of the child trafficking charges Defendant Alaboudi lived near downtown in Sioux Falls drawing in homeless addicted teens looking for food shelter and drugs He supplied drugs and alcohol forcing them to engage in sex acts 
1201,Adult,Defendants were employed by the NYPD and were charged with helping brothel owners evade the law in exchange for cash and sex with the prostitutes  In addition the defendants raided competing brothels
643,Minor,The defendant forced a minor victim to engage in commercial sex acts after posting advertisements online with sexually explicit photographs of the victim 
864,Minor,The defendant responded to an online advertisement of commercial sex by a fifteen year old posted by an undercover federal agent Upon arrival at the prearranged meeting the defendant was arrested
289,Notrelated,Management is horrible The training is horrible Communication is almost nonexistent The loss prevention guards are literally the worst people they have garbage attitudes and act like theyre better than you The Mobile point of sale system is good in theory but C21 does a terrible job at implementing it The floor staff is absolutely useless And if management could literally hold a gun to your head to sell credit cards push gift cards and gift receipts then they would If you dont consistently give customers the whole stupid speech they want you to give then they will stand behind you and breath down your damn neck The closing crew leaves the complex a dirty mess and the openers have to clean their garbage This company sucks I hate it
625,Minor,If you are the application owner check the logs for more information
1041,Minor,Jonathan Flake trafficked two women one adult and one minor on separate occasions from Portland Oregon to Las Vegas Nevada with the intent that they engage in prostitution Two of the female defendants REDACTED were prostituted by Flake and aided in concealing the source of the funds from prostitution through money laundering  Chadwick was Flakes attorney in Portland OR was a part of the schemes of Money Laundering and Conspiracy related charges 
78,Notrelated,Turnover because there are so many opportunities
7,Notrelated,Its literally the most stressful work place Ive ever had to experience Nobody actually does their job unless the GM or assistants start walking the floor and even then things dont get finished You work awful long hours Breaks are hard to even get Management is a joke honestly they dont have the experience of actually running a restaurant their all hotel experienced only They have so much expensive liquor
802,Minor,The defendant recruited a minor victim that was mentally handicapped and would then charge 25 to migrants at migrant work camps in exchange for sex acts The defendant had been dating the victim two years prior to pimping her out The defendant was an illegal immigrant and was using the funds earned to pay off his smuggling debt The defendant pressured the victim to recruit other friends and at one point raped one of the victims friends in front of her The defendant was also mentally disabled and had been diagnosed with a rare incurable terminal blood disorder that requires medication that has been dubbed the most expensive in the world at 400000 per year
599,Minor,The defendants pimped a 13 year old girl across New England through an online escort service
756,Minor,The defendant was a phisical education teacher in FL However he was arrested for battery and moved to Thailand to avoid probation and court monitoring While in Thailand the defendant engaged in commercial sex acts with over seventy minors most of who were under sixteen and half of whom were under the age of twelve While renewing his visa in Chicago the US and Thailand launched a joint investigation and the defendant was eventually extradited back to the US 
722,Minor,The defendants forced the victims to take photographs which were then posted online as advertisements The defendants then forced the victims to engage in commercial sex acts The defendants frequently provided the victims with illicit drugs as part of the scheme The female codefendant and her daughter were being prostituted by the male codefendant
190,Notrelated,unrealistic goals and too many procedures From my interview it seemed like it was pretty simple and fast paced which is great Boy was a I fooled You are expected to tend to 510 sales people who do nothing nor try to figure things out on their own They each bug you constantly all day every day for everything Trying to get orders out for your sales guys is like pulling nails there is procedures for everything even procedures for procedures on top of procedures The work load is ridiculous and the outcome the management wants is hilarious People there act like they want to help or care they dont and you will be thrown under the bus ALL THE TIME
647,Minor,The defendant ran a prostitution business from his home He would use the internet to advertise erotic services and also posted live videos of the victims engaging in poledancing in his residence The defendant was also charged with distributing cocaine and MDMA 
608,Minor,Defendants recruited women and girls from Mexico with the promise of restaurant jobs and then prostituted them until they paid back double their smuggling fee When the girls were underage they had to buy fake IDs and try to make themselves appear older before the restaurant owners and pimps would give them jobs If they disobeyed they were beaten and threatened with the safety of their families back home 
818,Minor,If you are the application owner check the logs for more information
31,Notrelated,Busy good people to work with
767,Minor,The defendant forced a twelve year old minor victim to engage in commercial sex acts The defendant would charge customers 600 and then drug the victim The defendant kept all of the proceeds to pay for his meth addiction The victim was a friends child who he was supposed to be watching while the parent went to work 
1019,Minor,Epps was the pimp for an underaged female and used her for prostitution by utilizing the Internet to solicit sex dates
1297,Adult,The defendants conspired to hold an individual and her child in forced labor and involuntary servitude through means for force and threats of force as well as means of humiliation and sexual assault  Additionally they embezzled stole and purloined their victims federallyfunded benefits Lastly they possessed narcotic pain pills by means of fraud which one of their victims was prescribed for injuries sustained at the hands of the defendants 
723,Minor,The defendant a real estate expert paid three minor victims between the ages of eleven and thirteen to engage in commercial sex acts with him 
1107,Adult,The defendants knowingly persuaded enticed and coerced individuals to travel in interstate commerce to engage in prostitution and commercial sexual acts  The defendants used threats of violence to maintain control of the women they had coerced into prostitution and held the women against their will  Part of the conspiracy included at least one defendant reporting criminal activity by other rival individuals who allegedly engaged in prostitution activities in order to divert law enforcement attention from the defendants own illegal activities  The defendants engaged in threatening other rival prostitution  oriented businesses  
848,Minor,The defendants two sisters coerced two minor victims to engage in commercial sex trafficking The defendants created advertisements online and brought clients to their residence for the two victims to engage in sex acts
1097,Adult,The defendants were involved in the operation of a network of over 25 Koreanowned brothels that were located throughout the northeastern part of the US The brothels were operated under the guise of legitimate businesses which typically employed between two and eight women A majority of the women were Korean nationals 
10,Notrelated,There truly are none Every company has its hiccups but its how you handle them that makes you who you are and in Concord its with the highest integrity care for others and purpose that we approach the business
1166,Adult,Underaged females were prostituted in hotels in exchange for cocaine and the defendants engaged in drug distribution
1284,Adult,The defendant worked with two others to smuggle victims across the Mexican border and work in brothels in the US The defendant smuggled his own wife and intended to force her to work as a prostitute in the brothels 
324,Labor,The victims two women from Indonesia traveled to the United States to work as domestic servants in defendants home Once the victims arrived in the United States the defendants confiscated their passports and other identity documents The victims were then made to work long days with little food The defendants provided the victims families in Indonesia with 100 per month but the victims did not receive any direct compensation from the defendants The victims were subjected to physical and psychological abuse including beatings pouring scalding water on one victims arm and threatening to send embarrassing letters to her family in Indonesia 
738,Minor,The defendant forced two minors to engage in commercial sex acts 
244,Notrelated,First of all supervision is TERRIBLE They literally only care about whether or not you are able to work the overtime They can careless about how tired you are or if you have anything to do outside of working overtime Youre just a number at that place The job performance sucks You sit around all day and watch kids who dont even listen to you and having to constantly intervene during crisis interventions The employees whove been there for several years are miserable and rude to the new hires You have no life outside of that job with all of the overtime that comes with it Its tiring and not a pleasant environment
840,Minor,Defendants conspired to recruit entice harbor transport and maintain by any means an underaged female who had only attained 15 years of age with the knowledge that the minor would be forces to engage in commercial sex acts  
44,Notrelated,My location specifically does not pay well in my opinion and it takes forever for any type of position movement to occur
1072,Minor,Alonso Bruno Cornejo Ormeno trafficked no less than 4 vulnerable runaway girls in Northern Virginia He promised girls aged 1517 a place to stay money and narcotics if they would join his juvenile prostitution ring Ormeno is closely connected to the MS13 gang
1420,Adult,The victims were recruited through social media accounts and through the Department of Social Services and women shelters The defendants waited until young girls came outside then promised them money and drugs  sometimes also using the threat of force Victims were taken from Rochester to Buffalo Syracuse Albany Utica and NJ to engage in sex acts The defendants kept the money earned from any sex acts This particular defendant trafficked a minor victim across state lines and forced the victim to engage in commercial sex trafficking 
1205,Adult,The defendants contacted young women predominantly through Craigslist and solicited them to work for a legitimate entertainment business Upon arrival in Phoenix the women were paid 10000 up front and then forced to work in prostitution until they paid off the debt 
592,Minor,The defendant forced six victims some of which were minors to engage in commercial sex acts 
1051,Minor,Akins paid Johnson in narcotics so that Johnson would transport the adult victims and one minor victim to several states for the purpose of prostitution  Ridley and Latter also drove the victims to places where they would be prostituted
224,Notrelated, Warehouse conditions  Customer service brings out the worst in people including coworkers management and customers
84,Notrelated,Early days Late nights Difficult helpers Misplaced packages
1245,Adult,The defendants prostituted women and children between Michigan and Hawaii The charges also include the possession and interstate circulation of child pornography The defendants used the pornography to advertise the victims online as well as distribute the child pornography  The defendants also engaged in money laundering
807,Minor,The defendant recruited two minor one of which was a fourteen years old victims and forced the victim to engage in commercial sex acts 
984,Minor,The defendant forced two victims to engage in commercial sex acts through advertisements on backpagecom The defendant developed rules for the victims to follow when working for him and used force when the victims broke one of the rules The defendant worked with two unnamed coconspirators to run the organization from prison 
992,Minor,The defendant along with an accomplice forced three victims two of which were minors to engage in commercial sex acts The defendant would recruit the victims arrange for clients to meet them and then transport the victims 
1303,Adult,The defendant was part of a larger organization that ran a massage parlor in NH The defendant was in charge of collecting the money earned by the victims 
1154,Adult,The defendants a married couple ran a prostitution enterprise under the guise of an escort business  The enterprise consisted of the defendants employing underaged females to provide sex acts to customers in exchange for cash  The defendants used force threats of force fraud and coercion to cause the underaged women to provide sex acts in exchange for cash  The defendants posted advertisements for the womens services on the Internet and provided them with drugs  
1418,Adult,The defendants reportedly married trafficked several victims from Mexico and forced them to work at their brothel The defendants were charged with trafficking a minor victim from Mexico and forced her to work as a prostitute in NY The victim then became pregnant with Salazars child and the couple beat the infant so much that he died and was then buried in a plastic container The victim was also severely beaten often with wooden boards and bricks 
975,Minor,The defendant forced a thirteen year old minor and an adult female to engage in commercial sex trafficking 
1000,Minor,The defendant forced six victims some of which were minors to engage in commercial sex acts 
201,Notrelated,Chairman has strong opinion on every single details
675,Minor,The defendant a father of a seven year old girl preyed on runaway victims and allowed them to come live in his home by promising food and shelter Once there the victims 1216 year olds were forced to engage in commercial sex trafficking He would frequently give them marijuana and crack cocaine 
504,Minor,The defendants knowingly recruited enticed harbored transported and maintained by any means six females one of which had not yet attained 18 years of age in order to force the victims to engage in commercial sex acts  Defendant Walls was charged with witness tampering due to the defendants attempts to prohibit the underaged female victim from communicating with law enforcement 
508,Minor,Defendants established and operated a brothel and rented hotel rooms for the purpose of prostitution  Defendants recruited women including minors online for exotic dancing and escort services and transported the women from 8 different states to Maryland to engage iin commercial sex acts for their financial benefit
702,Minor,The defendant forced three minor victims to engage in commercial sex acts 
481,Minor,The defendant a member of Underground Gangster Crips recruited minor females in person and over the internet groomed them by forcing them to engage in sex acts with the gang members then intimidated and coerced the minors to engage in commercial sex acts  
851,Minor,The crime ring trafficked girls some underaged to Memphis Tennessee from many states and Latin American countries  They operated a string of brothels where the girls would serve as prostitutes
1409,Adult,The defendant trafficked a victim from Milwaukee to Sioux Falls for the purposes of engaging in commercial sex acts 
403,Labor,Hui the owner of a dry cleaning business and cooperated with another dry cleaning business see related case to use several workers that were not in the US legally The defendant housed the workers from at least 3 countries at a single residence and transported them to and from work He was charged with harboring 
1037,Minor,If you are the application owner check the logs for more information
50,Notrelated,Very busy location Not enough breaks Always seemed short staffed Needs to focus more on employee work quality
582,Minor,Defendants smuggled three teenagers from Mexico with promises to their parents that they would work for a year in a US restaurant to pay off their smuggling debt However upon arrival in Texas the girls were forced to work as prostitutes
140,Notrelated,Not enough oversight of sites they need more surprise site inspections to keep those bad officers on their toesnan
878,Minor,A minor female and adult female were prostituted through an escort service at hotels and strip clubs as well as through online advertisements Two female codefendants charged were also being prostituted by McLeod
587,Minor,The defendant forced five victims four of whom were minors to engage in commercial sex acts The defendant forced the victims to call him Daddy 
329,Labor,The defendant knowingly brought an illegal alien a Mexican national into the United States by convincing the victim that he would obtain a wellpaying job at the defendants flooring company known as Ramons Flooring and Carpet Installations Inc  Once in the US the victim worked in the defendants carpet business for 17 hours a day and the defendant hid him from immigration services The victim was made to perform many hours of labor by threats of serious harm to the victim himself and other individuals  
735,Minor,The defendants intentionally conspired to recruit entice harbor transport and benefit financially from the commercial sex acts of a minor 
1268,Adult,The defendants smuggled women into the US from Mexico and proceeded to force them to be prostitutes They did this through violence sexual assault threats towards their family threats of deportation threats of violence and imprisonment 
1258,Adult,The Defendant used a Russian social media site to recruit women to work in a massage parlor promising great income and no prostitution but when the arrived in San Diego he forced them to prostitute in local hotels where he held them against their will and did not allow them to leave the rooms
164,Notrelated,Upward mobility was somewhat limited
850,Minor,The defendant met the minor victim at a bus stop while she was already working for another pimp as a prostitute The defendant then convinced the victim to work for him He then took sexually explicit photographs of the victim posted the photographs on backpage as advertisements and then coerced the victim to engage in commercial sex acts 
404,Labor,The defendants carried out a scheme to smuggle and harbor illegal aliens from Peru into the USA  The defendants confiscated passports of the Peruvian nationals and forced the victims to work for them though means of force and threats  The victims were made to pay travel and transportation expenses for the defendants to arrive in the US  Once in the US the victims were made to pay back these debts  
1314,Adult,Defendant Santizo sold females 14 and 24 brought through AZ from Chiapas Mexico to defendant Orozco who is accused of taking them to Immokalee FL to engage in prostitution  The victims were recruited by a friend of the family and they were told they would pick berries  Two females escaped  Officials are still looking for defendant Orozco an illegal immigrant from Mexico
25,Notrelated,Great Benefits Great Company Great Everything
1020,Minor,The defendants forced two minors to engage in commercial sex trafficking in Las Vegas 
636,Minor,Defendant Nyuon conspired with Alaboudi on one of the child trafficking charges Defendant Alaboudi lived near downtown in Sioux Falls drawing in homeless addicted teens looking for food shelter and drugs He supplied drugs and alcohol forcing them to engage in sex acts 
522,Minor,Defendant prostituted women in interstate commerce  The victims included at least two minor female victims and one adult  Defendant also had intercourse with the minor prostitutes
816,Minor,The defendants operated andor were associated with a vertically integrated enterprise that prostituted young women  The enterprise ran numerous brothels in the Southern and Eastern Districts of New York and hired drivers doormen and steerers to maintain and operate the brothels  The defendants used force fraud and coercion to cause numerous individuals young women and girls smuggled in from Mexico to perform commercial sex acts  The defendants would distribute business cards advertising the prostitution services of no less than 4 women who had been forced into prostitution by the enterprise  
1213,Adult,The defendant forced four victims one of whom was a minor to engage in commercial sex trafficking The defendant recruited the victims using charm However once the victims began working for him the defendant used force to coerce them The defendant frequently beat the victims and put out cigarette butts on their skin When arrested the defendant was also in possession of ecstasy 
1416,Adult,Defendants Antonio and Jasmin Rivera owned and operated two bars in New York From 20052008 the Riveras recruited women who had entered the country illegally from Latin America to work as waitresses After the women agreed to work the defendants forced them to engage in commercial sex acts with patrons and other persons at the bar threatening them with physical violence if they did not comply Defendants kept a portion of the proceeds from the womens work 
