,class,complain
363,Minor,The defendant forced a minor to engage in commercial sex acts.
364,Minor,The defendant met the fourteen year old victim on a social media website and convinced her to travel to Amarillo so they could meet. He then drove her to Odessa and took her to meet other prostitutes where he told her to engage in commercial sex acts. 
365,Minor,"The defendant, a father of a seven year old girl, preyed on runaway victims and allowed them to come live in his home by promising food and shelter. Once there, the victims, 12-16 year olds, were forced to engage in commercial sex trafficking. He would frequently give them marijuana and crack cocaine. "
366,Minor,The defendants forced two victims to engage in commercial sex trafficking. The defendants advertised the victims' services on several online pages and then transported them around the state of Florida. 
367,Minor,The defendant forced five minors to engage in commercial sex acts. 
368,Minor,"The ring leader, Thompkins, was a US Postal Service employee whose enterprise involved at least 35 victims. The defendants transported the victims around the country in order to prostitute them. Many of the victims were under the age of 18, some as young as 13. The ring lasted for 6 years and was coordinated through a front business called ""Upscale Exotics"". At least one of the defendants was a minor victim of sex trafficking. "
369,Minor,If you are the application owner check the logs for more information.
370,Minor,The defendant forced two minor victims to engage in commercial sex acts after recruiting them online. 
371,Minor,"CO-Defendants recruited two 14-year-old girls and forced them into commercial prostitution, coercing them to perform sex acts with men in two hotels in CT.  The female co-defendant was also prostituted by the male co-defendant."
372,Minor,Warren transported an underaged female and an adult female across state lines to engage in acts of prostitution after receiving responses to online advertisements.  The adult female recruited her younger sister to join in on the acts of prostitution.  
373,Minor,"The defendant kidnapped the fourteen year old victim from NC. He then threatened her and frequently beat her into submission until she agreed to engage herself in commercial sexual acts. The defendant forced the victim to live in his apartment in a windowless room with two other women. However, the defendant was not charged for harboring the two adults who were also engaged in commercial sexual activities. "
374,Minor,The defendants coerced three victims to engage in commercial sex trafficking. The female co-defendant was prostituted by Pringler at the same time.  Dropbox redacted.
375,Minor,"Smith would look for women in North Philadelphia who were addicted to drugs. He would then bring the women drugs and convince them to sell their bodies. If they protested, he would rape the victims and tell them they now had a debt to pay. The defendant would the advertise the victims anywhere from $60-$250 depending on the acts and time spent. He would provide the victims with drugs and food, but none of the profits. It is unclear how many victims the defendant had, but at a minimum there were three. The defendant posted ads online for the purpose of prostituting the victims."
376,Minor,"The defendant, a police officer in Hollywood, Fl., interacted with an undercover federal agent and agreed to pay for sex acts with two minor victims from Central America. "
377,Minor,The defendant was arrested after contacting an undercover federal agent and agreeing to engage in commercial sex with a minor.
378,Minor,The defendant used text messages to recruit 2 young females (12 and 16) to a party. He picked them up at a McDonald's Restaurant and took them to a hotel where he told them he was a pimp and they would be working for him. During the course of his activities also raped both girls. Two adult females who were prostituted by Paul were involved in various aspects of his activities but the court chose to redact them from the indictments and no information nor charges for them is provided.
379,Minor,"Defendant recruited, enticed, and transported an individual who had not attained eighteen years of age with the intention of forcing her to commit commercial sex acts for the defendants own personal financial gain.  The defendant sexually abused the victim and transported her throughout the state of Maryland for the purpose of prostitution."
380,Minor,"The victims were recruited through social media accounts and through the Department of Social Services and women shelters. The defendants waited until young girls came outside, then promised them money and drugs - sometimes also using the threat of force. Victims were taken from Rochester, to Buffalo, Syracuse, Albany, Utica, and NJ to engage in sex acts. The defendants kept the money earned from any sex acts. "
381,Minor,"The defendant forced a thirteen-year-old minor victim to engage in commercial sex acts. The defendant confiscated all wages earned by the victim. After the victim attempted to leave the situation, the defendant beat the victim with a stick. While in prison, the defendant made several calls to people to intimidate the victim and witnesses so that they would not testify against him. "
382,Minor,The defendant smuggled his wife from Mexico to New York and forced her into acts of prostitution.
383,Minor,"The defendant did knowingly, in and affecting interstate commerce, recruited, enticed, and transported an individual with the intent that such individual would be be forced to engage in prostitution.  "
384,Minor,"The defendant, along with her boyfriend, Jacob Shamp, recruited a minor to engage in commercial sex acts. The defendant posted advertisements on backpage. "
385,Minor,"The defendants knowingly persuaded, enticed, and coerced individuals to travel in interstate commerce to engage in prostitution and commercial sexual acts.  The defendants used threats of violence to maintain control of the women they had coerced into prostitution and held the women against their will.  Part of the conspiracy included at least one defendant reporting criminal activity by other rival individuals who allegedly engaged in prostitution activities in order to divert law enforcement attention from the defendants own illegal activities.  The defendants engaged in threatening other rival prostitution  oriented «businesses.  "
386,Minor,"Defendant Atkins, while an employee of Florida Keys Children's Shelter, drove two minor girls, who were residents of the shelter, to an apartment in Homestead for prostitution purposes, during which one minor had sex with three adults.  Following this, Atkins drove the two to a Motel 6 in Cutler Bay, where they were forced into prostitution.  Their prostitution was advertised online and supervised by Co-defendant Simon."
387,Minor,"The defendants prostituted at least eight victims. They took suggestive and partially nude photos, which they then used in their advertisements of erotic services on craigslist. The defendants used rented cars to transport the victims and forced the victims to turn over all proceeds. The defendants frequently told the victims they would kill their families if they told the police. "
388,Minor,The defendants were part of the 'Taliban' street gang that trafficked minor victims to engage in commercial sex acts. 
389,Minor,"The defendants were pimps and there was more than one victim, however, this indictment only covers one victim. The defendants kidnapped a 14 year old girl and forced her to engage in commercial sex trafficking. The defendants frequently provided the victim with marijuana and alcohol. The defendants threatened and used physical force to ensure the victim would complete any 'jobs'. The victim's services were advertised for $100 for half an hour and $175 for an hour. "
390,Minor,"The defendant responded to an online advertisement of commercial sex by a fifteen-year-old posted by an undercover federal agent. Upon arrival at the prearranged meeting, the defendant was arrested."
391,Minor,"The defendant worked with Robert Bonner and Michael Maynes in the sex trafficking organization Horse Block Pimpin.  The defendants recruited victims, usually runaways, through online chat rooms. The defendants would then convince the victims to visit them. From there, the defendants would confiscate the victims' cell phones and IDs. The defendants worked to get the victims addicted to heroin so that the victims would be forced to stay. The defendants would force the victims to experience withdrawals as punishments. The defendants gave one of the victims a lethal dose of Fentanyl and the victim died in a motel room she was working as a prostitute in. Other women involved were Bottoms of Maynes, one held hostage the other Bottom's infant son to keep her compliant. The Bottom whose child was being held by Maynes was also prosecuted. "
392,Minor,The defendant forced three minor victims to engage in commercial sex acts. 
393,Minor,The defendant was a doctor and conspired with Thompson. He would provide Thompson with Oxycontin to drug the victims and in return Thompson would provide him with several victims. 
394,Minor,"The defendant was an army sergeant. He recruited two minor victims that were runaways, one of which lived in Wyoming, and purchased an apartment for them. He would then post advertisements of the victims on Craigslist and force them to engage in commercial sex trafficking. "
395,Minor,The defendant forced a fifteen-year-old minor to engage in commercial sex acts. 
396,Minor,"The defendant 27 and her unnamed 17-year-old boyfriend were both arrested. She was charged with sex trafficking a female child from Virginia. They had transported her to New Orleans and then west to San Bernadino CA where they prostituted her on the street. There is no information available on the juvenile co-defendant, nor any information if he was being prostituted by Traylor.  A historic arrest of the defendant on prostitution charges was noted in one of the news stories but there is no indication she was also prostituting at the time of this arrest."
397,Minor,"The defendants conspired to and recruited (sometimes kidnapped) women and forced them to dance and engage in prostitution in bars, motels, and homes in and around Atlanta, Georgia.  The women were recruited through physical force; by paying legal fines or bail for them; and by using false pretenses.  In addition, the defendants would sexually abuse the women, keep all of their earnings, and charge them for breaking rules such as oversleeping or eating.  Thus, the defendants kept the women by means of an ever growing debt they owed.  The victims experienced severe sexual abuse and mental abuse.    "
398,Minor,"The defendant responded to an ad by an undercover federal agent to engage in commercial sex acts with two fourteen-year-old minors. However, the defendant was arrested upon arriving at the sting operation. "
399,Minor,The defendant engaged in commercial sex acts with a fifteen-year-old runaway victim.
400,Minor,"The defendants (reportedly married) trafficked several victims from Mexico and forced them to work at their brothel. The defendants were charged with trafficking a minor victim from Mexico and forced her to work as a prostitute in NY. The victim then became pregnant with Salazar's child and the couple beat the infant so much that he died and was then buried in a plastic container. The victim was also severely beaten, often with wooden boards and bricks. "
401,Minor,"Lakireddy Bali Reddy, the largest and wealthiest landowner in Berkeley, was indicted after trafficking over 200 Indians to work as laborers and personal sex slaves over the course of 13 years. This was discovered when one of his four underage sex slaves died. He was sentenced to 8 years in prison, with 3 years of supervised release and $2,000,000 restitution. "
402,Minor,"The defendant forced a minor in El Salvador to engage in commercial sex acts and recorded the interaction. Upon arriving back to the US, the defendant distributed the recording as child pornography. "
403,Minor,"The defendant contacted an undercover federal agent and arranged to have commercial sex acts with a minor victim. Upon arriving to the sting house, the defendant was arrested. "
404,Minor,"Defendants ran a group of prostitutes on a circuit over four Western states.  They recruited and transported seven women, including two minors, forcing them to engage in prostitution.  Defendant Moss was accused of beating and threatening the women with firearms."
405,Minor,"The victims were recruited through social media accounts and through the Department of Social Services and women shelters. The defendants waited until young girls came outside, then promised them money and drugs - sometimes also using the threat of force. Victims were taken from Rochester, to Buffalo, Syracuse, Albany, Utica, and NJ to engage in sex acts. The defendants kept the money earned from any sex acts. This particular defendant trafficked a minor victim across state lines and forced the victim to engage in commercial sex trafficking. "
406,Minor,The defendant recruited a seventeen-year-old minor victim and forced her to engage in commercial sex acts. The defendant took sexually explicit photographs of the victim and posted them online as advertisements. The defendant would also record the minor while she was engaged in such acts. 
407,Minor,"The defendants, members of the Underground Gangster Crips street gang, used social media sites like Facebook and MySpace to recruit underage girls, plied them with drugs and forced them to engage in commercial sexual acts. Some girls were forced to have sex with gang members for initiation or tryout. "
408,Minor,"The defendant, a former high school football coach, had a sexual relationship with the victim while she worked for the sports team he coached. He then forced the fourteen-year-old minor victim to engage in commercial sex acts. One of the clients was also prosecuted for his involvement with the procurement of sexual services - see the related case -  USA v. Malloy."
409,Minor,"The defendant began a relationship with the victim, a fourteen year old girl. The defendant then decided to force the victim to engage in commercial sex trafficking and use the proceeds to fix the breaks in his car. The defendant the recorded the sexual encounter of the victim and john and proceeded to blackmail the john so that he could receive more money. The defendant waited to plea because he thought that the proceedings would be more similar to what he had seen on television. "
410,Minor,"The member, a part of the MS-13 gang, recruited a minor victim and forced her to engage in commercial sex acts and forced her to engage in commercial sex acts. "
411,Minor,The defendants harbored and transported illegal aliens into the US from Mexico to engage in commercial sex acts. The victims were then coerced into working for the defendants and were housed in brothels and the defendants homes. The victims were forced to provide sexual services to hundreds of men per week. The defendants knowingly conspired to attain a female victim under the age of eighteen years in order to force her to commit commercial sex acts for the defendants' own personal financial gain.
412,Minor,The defendants forced the victims to take photographs which were then posted online as advertisements. The defendants then forced the victims to engage in commercial sex acts. The defendants frequently provided the victims with illicit drugs as part of the scheme. The female co-defendant and her daughter were being prostituted by the male co-defendant.
413,Minor,"The defendant, a real estate expert, paid three minor victims, between the ages of eleven and thirteen, to engage in commercial sex acts with him. "
414,Minor,"An underaged female and adult females were prostituted through online ads, on the streets, and in clubs throughout Nashville and Memphis. No information for female co-defendants on previous or current prostitution by the male co-defendant."
415,Minor,The defendant forced three victims to engage in commercial sex trafficking. 
416,Minor,The defendant forced a minor to engage in commercial sex trafficking. 
417,Minor,"The defendant forced two minor victims and two adult victims to engage in commercial sex trafficking. The defendant picked up the minor victim after several chats over the internet and picked up the two adult victims to take and traffick all three of them in Richmond, Virginia. After returning to Maryland, the victims returned home and the defendant later picked up the minor victim again and a friend of the victim, who was also a minor. The victims were advertised online and taken to a New Carrollton, Maryland hotel to engage in commercial sex acts."
418,Minor,"Defendants kidnapped an underaged female and transported her across state lines for the purpose of prostitution.  Through means of force, threats of serious harm, and restraint, the defendants forced the minor to perform acts commercial sex acts. "
419,Minor,"The defendant recruited several Charlotte area victims, some minors, to work as prostitutes promising them inclusion and a family. The defendant then advertised the victims online and forced them to engage in commercial sex acts. The defendant kidnapped one of the victims and then brutally beat her after calling the police. He accomplished this through forcing the victim into his trunk, handcuffing and binding the victim and then continuing to beat her. Finally, the defendant forced the victim under cold water and forced her to stay there overnight. The defendant also intimidated two witnesses into submitting false evidence during the trial. "
420,Minor,The defendant worked with Darrell Weatherspoon and forced a sixteen year old victim to engage in commercial sex trafficking. 
421,Minor,The defendant forced a minor to engage in commercial sex acts. 
422,Minor,The defendant was part of a large sting operation launched during the Sturgis Motorcycle Rally in SD. The defendant negotiated with a law enforcement individual posing as a pimp and agreed to pay for sex with a minor.
423,Minor,"Defendants advertised women for prostitution on Backpage.com.  The sex trafficking ring was centered in Little Rock, Arkansas and spanned Arkansas, Iowa, Nebraska, Kansas, Colorado, Pennsylvania, Maryland, South Carolina, Louisiana, Georgia, Alabama, Texas, and Tennessee.  Defendant Bell collaborated with at least three other pimps, sharing expenses for promoting their prostitutes and information about recruiting, training, and law enforcement in different areas. Most of the women were between ages 17-21."
424,Minor,"The defendants conspired to harbor, transport, provide, obtain, and maintain by any means no less than three female victims, none of whom had attained 18 years of age, with the intent to force the victims to engage in commercial sex acts through means of force and threats of force.  The defendants photographed the minors and posted the images on websites to attain customers.  The defendants used sexual abuse, the offering of marijuana, and the brandishing of arms in the presence of the minors to keep them subdued.  This case is related to USA v. Murray, et al. and Fabian Terran Murray is a party in both cases."
425,Minor,"The defendants intentionally conspired to recruit, entice, harbor, transport, and benefit financially from the commercial sex acts of a minor. "
426,Minor,The defendant transported a fifteen year old victim to engage in commercial sex acts. 
427,Minor,The defendant forced a seventeen year old minor to engage in commercial sex acts. The defendant operated Variety Escort Service and recruited the victim to work for him. The victim has now contracted HPV and Hepatitis and suffers from PTSD.  
428,Minor,The defendant forced two minors to engage in commercial sex acts. 
429,Minor,"The victims were recruited through social media accounts and through the Department of Social Services and women shelters. The defendants waited until young girls came outside, then promised them money and drugs - sometimes also using the threat of force. Victims were taken from Rochester, to Buffalo, Syracuse, Albany, Utica, and NJ to engage in sex acts. The defendants kept the money earned from any sex acts. "
430,Minor,"Two female victims, one of which was underage, were forced into prostitution by walking the ""track"" (Southeast 82nd) and through internet ads where they would be advertised to johns. The victims would not be allowed to eat until they met their daily quotas. The defendants would transport the victims between Washington and Oregon using Amtrak and Greyhound."
431,Minor,The defendant responded to a craigslist ad while seeking to hire a fifteen year old girl to engage in sexual acts with an alleged seventeen year old cousin. The ad was posted as part of a sting operation and the defendant was arrested after engaging in several conversations with an undercover agent.
432,Minor,"Defendants recruited young women and girls from rural Mexico, promising education and a better life, and in some cases, marriage. Defendants then arranged for the victims to be smuggled into the U.S., and forced the victims to work as prostitutes in the Atlanta area by physical threats and violence after telling the victims that they owed money for their travel expenses. "
433,Minor,The defendant recruited a fifteen year old minor victim through the promises of earning $600 a day. He then took sexually explicit photographs of the minor and posted them as advertisements online. The defendant would the drive the victim to hotel rooms to engage in commercial sex trafficking. 
434,Minor,Defendant prostituted women in interstate commerce.  The victims included at least two minor female victims and one adult.  Defendant also had intercourse with the minor prostitutes.
435,Minor,The defendant responded to an online advertisement posted by an undercover federal agent advertising the sale of two minor girls aged fifteen and thirteen years old. The defendant was arrested upon arrival to the sting house. 
436,Minor,"The defendants conspired to traffick women and minors from Mexico to New York, NY in order to prostitute them. They did this through violence and threats of harming the women's family and children back home in Mexico. "
437,Minor,"The defendants coerced a minor to engage in commercial sex trafficking, keeping half of all of the victims earnings. The defendants took sexually suggestive photographs of the victim and posted them online as advertisements. "
438,Minor,The defendant forced three minors to engage in commercial sex trafficking. 
439,Minor,The defendant unknowingly negotiated with an undercover agent while arranging to have sex with a twelve year old. 
440,Minor,"The defendant was charged with trafficking two fifteen-year old minor victims to engage in commercial sex acts. The defendant was arrested after dropping the victims off at a hotel to engage in sex acts with an undercover police officer. When the victims were taken in, they told the police officer that there were several other minor victims being forced to engage in commercial sex acts at the hand of the defendant. "
441,Minor,"The defendants were drug dealers who sold a mixture of heroin to the four victims. Once the victims were indebted, the defendants forced the victims to engage in commercial sex acts and give them their earnings. The defendants photographed the victims and advertised them on backpage. The defendants frequently threatened the victims with guns and at one point, chocked one of the victims. "
442,Minor,"The defendant paid two minors, ages twelve and fifteen, to engage in commercial sex acts with him. "
443,Minor,Defendants recruited a 14-year-old victim and placed an ad on Backpage.com for her to engage in prostitution.  Tanck transported the victim for various places for prostitution. Palermo was then accused of trying to hire a hit man to murder the victim to prevent her from testifying against him.
444,Minor,"The defendant forced two minors, thirteen and seventeen years old, to engage in commercial sex acts. The defendant would hide under the bed while the victims engaged in commercial sex acts. "
445,Minor,The defendant coerced a seventeen year old minor victim to engage in commercial sex acts. 
446,Minor,"The defendant was a phisical education teacher in FL. However, he was arrested for battery and moved to Thailand to avoid probation and court monitoring. While in Thailand, the defendant engaged in commercial sex acts with over seventy minors, most of who were under sixteen and half of whom were under the age of twelve. While renewing his visa in Chicago, the US and Thailand launched a joint investigation and the defendant was eventually extradited back to the US. "
447,Minor,Defendant was found guilty of prostituting a 15 year old girl. The girl was in the country illegally from Mexico and the defendant was selling the girl to men for sex. The girl told the police she was being prostituted when they pulled the defendant over for a routine traffic stop. 
448,Minor,"The defendant forced three adult victims and one minor victim to engage in commercial sex trafficking. The defendant used violence, fear, and crack cocaine to maintain control over the victims. The victims would be trafficked at hotels and truck stops. On one occasion, a victim called the police from a dumpster, and on another occasion, a different victim got the attention of law enforcement."
449,Minor,"The defendant forced two victims, one a fifteen year old minor, to engage in commercial sex acts. "
450,Minor,The defendant forced two minors to engage in commercial sex acts.
451,Minor,Defendant Gum posted ads of two minor girls in the escort section of Oklahoma City Yellowpages on behalf of two local pimps (see a related case - USA v. Johnson (Maurice)). Three co-defendants engaged in commercial sex acts with one or both of the minors. Restitution was ordered in this case for all 4 of these defendants and Johnson from a related case. 
452,Minor,"The defendant recruited the victim online on a social media website. From there, he encouraged her to meet him, once they met, the defendant offered her marijuana and money, if she engaged in commercial sex trafficking. "
453,Minor,"Defendants smuggled three teenagers from Mexico, with promises to their parents that they would work for a year in a U.S. restaurant to pay off their smuggling debt. However, upon arrival in Texas, the girls were forced to work as prostitutes."
454,Minor,The defendant trafficked a minor from GA to FL in hopes of forcing her to engage in commercial sex trafficking. 
455,Minor,"The defendant, who was a priest and director of a Catholic school, trafficked an underage male, who was an altar boy, and forced him to engage in commercial sex trafficking. The defendant took the victim on a cruise vessel, ""Majesty of the Seas,"" and forced the victim to engage in commercial sex acts. The victim had been abused by the defendant from the age of 8 to the age of 17. The defendant had the trust of the victim's family, which allowed the possibility to take advantage of the situation without the family knowing."
456,Minor,The defendants prostituted Mexican women and one minor throughout Queens NY.
457,Minor,The defendant forced a twelve year old minor victim to engage in commercial sex acts. The defendant would charge customers $600 and then drug the victim. The defendant kept all of the proceeds to pay for his meth addiction. The victim was a friend's child who he was supposed to be watching while the parent went to work. 
458,Minor,"The defendant prostituted 13 year old twin girls and their 15 year old sister, who were all runaways."
459,Minor,"The defendant was detained by police for violating parole. However, upon his arrest, it became clear that the defendant was harboring a sixteen year old minor victim and forcing her to engage in commercial sex acts. "
460,Minor,"Defendants used various manipulative tactics, including showing victims expensive vehicles, jewelry, and cash, and promising a modeling career making significant amounts of money.  Defendant Brown took pictures of the minor victims and used them to advertise prostitution on websites such as back page.com. The defendants transported the victims to CT hotels to engage in prostitution, and at times, provided them with marijuana. Female co-defendant redacted, her engagement in prostitution is not clear in the information provided."
461,Minor,The defendants recruited and enticed women under the age of eighteen with the intent to engage them in commercial sex acts for their own gain.  The defendants preyed on young runaways and advertised them online.  The two defendants recruited a total of three underaged female victims.
462,Minor,"The defendant, with a coconspirator, forced a minor victim to engage in commercial sex acts after posting advertisements online. "
463,Minor,The defendant forced a minor to engage in commercial sex acts.
464,Minor,"A Puerto-Rican woman recruited, enticed, harbored, and transported a 14 year-old female to engage in commercial sex acts. "
465,Minor,"The defendant charged with sex trafficking of a minor, conspiracy to distribute more than five(5) grams of cocaine base, aiding and abetting in the possession of cocaine base, using a firearm in furtherance of a drug trafficking crime, and possessing a firearm after being convicted of felonies. "
466,Minor,"The defendants used violence and threats of violence to force the victims, several women and two minors, to engage in commercial sex acts."
467,Minor,If you are the application owner check the logs for more information.
468,Minor,"Defendant recruited a 15-year-old, pregnant runaway to engage in commercial sex acts for a trafficking ring with ties to the MS-13 street gang."
469,Minor,The defendant met a runaway fifteen year old minor and forced her to engage in commercial sex acts after posting advertisements online. 
470,Minor,The defendants forced a minor victim to engage in sex trafficking through internet ads and she would be taken to various motels throughout the northeast. The girl would meet customers on weekends when she was given home passes from a drug treatment facility in Massachusetts.
471,Minor,"Brattain and Miller posted pictures of 15 year old ""Jewel"" on Backpage.com in order to prostitute her. They drove her to different locations in order to meet customers and she was required to give all money to them. She was detained by the couple while not with customers, until she was able to run away."
472,Minor,"The defendant knowingly recruited, enticed and transported at least two underaged female victims with the intention of forcing them to engage in commercial sex acts.  The defendant possessed and transported and produced child pornography of the victims.  "
473,Minor,If you are the application owner check the logs for more information.
474,Minor,"Co-defendants enticed 14-year-old girl using the Internet, meeting her in Columbus, OH and taking her to FL. In FL, defendants attempted to force the girl into street prostitution at a hotel, but she refused.  They also attempted to have sex with her, but she fended them off, before escaping and calling the police. The female co-defendant was prostituted by the male co-defendant and they had a child together."
475,Minor,"The defendant forced four victims, three of which were minors, to engage in commercial sex acts. "
476,Minor,"The defendant contacted a confidential informant and asked the informant to find a young girl around 9 to 11 years old. The informant then put the defendant in contact with a police officer who claimed to have a daughter available. The defendant promised $150 and a gram of hash in exchange for an hour. Upon arrival, the defendant was promptly arrested and found with over two hundred sexually explicit images of children. "
477,Minor,The defendant The defendant forced two minor victims to engage in commercial sex acts after posting advertisements online. 
478,Minor,"The defendant forced minor victims, aged thirteen to seventeen years old, to engage in commercial sex acts. The defendant forced some of the victims to live with his mother so that they could not interact with others and escape. The defendant was frequently violent with the victims, at one point bounding a victim and locking her in the attic for an extended period. "
479,Minor,"Mammedov brought women, some underage, to the United States from Azerbaijan to be forced to work as prostitutes for little or no pay through the use of threats and violence."
480,Minor,"The defendant met the fifteen-year-old minor victim online and began to send messages to her. The defendant then convinced the victim to runaway with him and make lots of money. Once the victim left home, the defendant posted advertisements online and forced the victim to engage in commercial sex acts. "
481,Minor,The defendant forced three minor victims to engage in commercial sex trafficking through taking sexually explicit photographs and then using the photographs to place online advertisements. 
482,Minor,"Derrick Avery recruited girls as young as 14 at bus stations and off the streets into prostitution by wooing them with clothes and jewelry.  He then forced the women to earn a certain amount of money or they would be brutally abused.  He appeared in the documentary ""Pimps Up, Hoes Down"" and ""Pimp Snooky.""  His co-defendant, Shamika Evans, was Avery's ""bottom girl,"" but she was actually one of his many victims who endured his beatings and torture.    "
483,Minor,The defendant forced a minor victim to engage in commercial sex acts. 
484,Minor,The defendant forced a fifteen year old minor victim to engage in commercial sex acts. The defendant placed advertisements online and forced the victim to work on the streets. 
485,Minor,Defendants transported a minor female from Seattle to Portland and forced her to engage in commercial sex acts through violence and abuse.
486,Minor,"The defendants were members of a child exploitation enterprise that prostituted underaged girls. The defendants recruited no less than 6 underaged girls and caused them to engage in commercial sex acts. The 6 female victims were prostituted in the state of Virginia, Florida, Georgia, and South Carolina. The website Backpage.com was used to advertise the services of the underaged girls which would take place at various motels within the above-mentioned states."
487,Minor,"The defendants forced five victims, including one minor, to engage in commercial sex acts in NY, NJ, OH, PA, NV, and MD. White ran the prostitution ring and frequently subjected the victims to countless beatings over the period of six years. Connelly was referred to by the prosecutors as a victim as well, although she was also indicted for her role in trafficking the other five victims. The defendant would provide the victims with alcohol and marijuana. The defendant would force the victims to watch the defendant beat his co-defendant with a broom handle, belt, and straightener. On at least one occasion, victims were forced to stay awake by consuming Red Bull and pills. The defendant beat one of the victims while she was seven months pregnant. The defendant also impregnated a victim, forced her to get an abortion, and forced her to perform sexual acts with clients the same day as the procedure."
488,Minor,"The defendant trafficked five females, two of which were minors, and forced them to engage in commercial sex trafficking in seven states. The defendant would frequently engage in beatings, including hitting the victims with a baseball bat, holding one victim's head under water, and forced exposure in extreme cold temperatures while naked. The defendant also heavily psychologically abused them with slurs, insults, and constant threats of violence. The defendant previously served a ten year sentence for rape. "
489,Minor,"The defendant, a known crack dealer, met the minor victim after she ran away from her foster home and invited the victim to live with him. The defendant forced the victim to have sex with him and other men she would call. He charged $50 for oral sex, $75 for intercourse, and $100 for both. He frequently physically abused the victim. The victim was also forced to walk Lagrange Street at least once. While attempting to convince the defendant to take her back to the foster home, the victim bit her lip hard enough to draw blood and then forced herself to throw up to try and make the defendant believe she was sick by throwing up blood."
490,Minor,Groce was a drug dealer who preyed on people who were addicted. He would lure the women in through romance and drugs then he would force them to prostitute to maintain their drug use. He was knowingly violent and retaliatory. 
491,Minor,"The defendant befriended a minor victim and quickly after meeting her, he raped her. Soon after the defendant forced the victim to begin engaging in commercial sex acts. The defendant also forced another minor to engage in commercial sex acts. "
492,Minor,"The defendant recruited a minor victim that was mentally handicapped and would then charge $25 to migrants at migrant work camps in exchange for sex acts. The defendant had been dating the victim two years prior to pimping her out. The defendant was an illegal immigrant and was using the funds earned to pay off his smuggling debt. The defendant pressured the victim to recruit other friends, and at one point, raped one of the victim's friends in front of her. The defendant was also mentally disabled and had been diagnosed with a rare, incurable, terminal blood disorder that requires medication that has been dubbed the most expensive in the world at $400,000 per year."
493,Minor,"Defendants DeCory Williams and Tiffone Southwell were two of 18 individuals charged after a child prostitution investigation called ""Stormy Nights."" They, and others charged, were part of a loose affiliation of nineteen traffickers. The defendants transported a 13-year-old girl from Oklahoma to Miami, Florida for commercial sex. Across the network of pimps, there were about two dozen victims with ages ranging from 13 to 18 and they would be frequently traded between pimps."
494,Minor,"Defendant Leichleiter used a ""chat line"" service to place an oral advertisement soliciting females to engage in a pornographic film for money, to which the minor victim answered.  Leichleiter required the victim to travel to his mother's apartment, where he forced her to engage in oral sex and sexual intercourse.  A few weeks later, he told her to return to his mother's apartment to engage in a pornographic film where images of her performing sexual intercourse with Leichleiter and defendant Burchell were produced and later distributed."
495,Minor,"The defendant attempted to recruit, entice, and obtain an individual who had not yet attained 18 years in an attempt to cause the individual to engage in commercial sex acts.  "
496,Minor,If you are the application owner check the logs for more information.
497,Minor,"The defendant recruited two minor, one of which was a fourteen years old, victims and forced the victim to engage in commercial sex acts. "
498,Minor,"Defendants recruited a 19-year-old girl to work as a prostitute, then offered her a commission to recruit a 16-year-old Baltimore resident to perform prostitution.  The defendants posted pictures of the prostitutes on the Internet in advertisements.  Defendant Hubert invited the 16-year-old to live with him, forcing her to have sex at a Parkville house and at other out-call locations."
499,Minor,"The defendant forced three victims, two of which were minors, to engage in commercial sex acts. The defendant forced the victims to travel from TX to LA. "
500,Minor,Defendants conspired to traffic a minor to engage in a commercial sex act. 
501,Minor,"An underage female was prostituted in several hotels throughout San Francisco, California through force, fraud, and coercion."
502,Minor,"While at the Sturgis Motorcycle Rally, the defendant contacted an undercover federal agent and agreed to engage in commercial sex acts with a minor. Upon arriving at the agreed-upon spot, the defendant was arrested."
503,Minor,"The defendant recruited two minor victims through social media sites after promising them he would help the victims become models. The defendant would then pick them up, force the victims to have sex with him, and take sexually suggestive photographs of the victims to post as advertisements online. From there, the defendant forced the victims to engage in commercial sex acts and would beat the victims, once with a towel rack, or starve them if they were not working at his standards. The defendant also provided the victims with alcohol and marijuana. "
504,Minor,"The defendant forced two minor victims, fifteen and sixteen years old, to engage in commercial sex acts. The defendant preyed on two victims that were in the foster care system and had previously been trafficked by another pimp. "
505,Minor,The defendant recruited four minor victims. He forced them to take sexually explicit photographs and then sent the photographs to potential clients via text message. The defendant would charge around $60 for every encounter. 
506,Minor,"The defendants operated and/or were associated with a vertically integrated enterprise that prostituted young women.  The enterprise ran numerous brothels in the Southern and Eastern Districts of New York and hired drivers, doormen, and steerers to maintain and operate the brothels.  The defendants used force, fraud, and coercion to cause numerous individuals, young women and girls smuggled in from Mexico, to perform commercial sex acts.  The defendants would distribute business cards advertising the prostitution services of no less than 4 women who had been forced into prostitution by the enterprise.  "
507,Minor,The defendant forced over fifty minor victims to engage in commercial sex acts with him and photographed the acts. 
508,Minor,If you are the application owner check the logs for more information.
509,Minor,"Defendants ran a multi-state prostitution ring by transporting women and girls to truck stops in Pennsylvania, Ohio, Michigan, Indiana, Illinois, Arkansas, Virginia, Georgia, Maryland, Tennessee, the District of Columbia, California, Florida, Nevada, Texas, and Louisiana. Defendants recruited victims by telling them that prostitution would make them a lot of money, provide them a family environment and resources including meals, clothing, and cell telephones. Defendants forced the victims to engage in commercial sex acts through beatings and sexual assaults. Defendants also engaged in money laundering."
